timestamp,update_num,policy_loss,value_loss,entropy,approx_kl,clip_fraction,explained_variance,buffer_avg_reward,buffer_win_rate,cumulative_pnl,cumulative_trades,cumulative_win_rate
2026-01-12T03:53:31.229838,1,-0.036879345192573965,1.016328763216734,0.9189006127417088,0.015651709531084634,0.158203125,-0.03305375392640064,0.03779420581379405,0.0390625,13.74833452620998,41,0.24390243902439024
2026-01-12T03:54:24.627415,2,-0.05164823536761105,0.6008207477629185,0.8849282577633858,0.005427410255651921,0.147265625,-0.02793129487881485,-0.005706358943944521,0.05859375,15.42155951450359,85,0.29411764705882354
2026-01-12T03:55:19.582524,3,-0.047642267076298594,39.642052421967186,0.9145003681381544,0.01377713781160613,0.11588541666666667,-0.013179392080547414,0.31448663845271846,0.06640625,132.26628998039303,125,0.336
2026-01-12T03:56:18.404676,4,-0.03329033047581712,4.341690440972646,0.95003242790699,0.01766660336094598,0.1328125,-0.03418842777104336,0.10095281973621437,0.0625,175.10798515288116,157,0.37579617834394907
2026-01-12T03:57:10.225319,5,-0.0417679479966561,1.0372807333866756,1.0015063683191936,0.015062352312573543,0.059895833333333336,-0.023850363609047687,-0.0013983117618115708,0.01953125,176.59378457054106,173,0.3699421965317919
2026-01-12T03:58:04.561197,6,-0.037850053321259715,0.016372480468514066,0.9781725332140923,0.010773690378603836,0.09114583333333333,-1.927100190851338,-0.0037659168809319773,0.0078125,177.20505520266693,183,0.36065573770491804
2026-01-12T03:58:57.134220,7,-0.05326673281379044,0.0027215465903282165,1.017568163573742,0.007733672065660358,0.25703125,-2.32206882709361,-0.004205124169048841,0.00390625,177.65486826621097,184,0.3641304347826087
2026-01-12T03:59:53.991107,8,-0.042415843034784,0.0008371531002921984,1.0344858864943187,0.018061850413990516,0.19270833333333334,-28.848630884170756,-0.0054332143101428,0.0,177.65486826621097,184,0.3641304347826087
2026-01-12T04:00:51.924537,9,-0.030785041046328843,0.11272972589358687,0.9024856835603714,0.016184820618946105,0.1845703125,-0.006396838423176954,-0.014710263985067503,0.01171875,174.2628359783513,204,0.3431372549019608
2026-01-12T04:01:45.793665,10,-0.05121917077340186,0.4283540233969688,0.9232434704899788,0.0021676389733329415,0.203515625,0.009638124360106026,0.023341396546375195,0.06640625,184.31072243221152,242,0.359504132231405
2026-01-12T04:02:43.722289,11,-0.029882998671382666,0.4210783112794161,0.890855710953474,0.0045557656267192215,0.1826171875,-0.021314862787622513,-0.04862502138975058,0.03515625,174.75234641533643,285,0.34385964912280703
2026-01-12T04:03:35.197160,12,-0.05583031782880425,11.935391366481781,0.8636122152209282,0.00044988628360442817,0.1546875,0.0009887919291988734,-0.11382721375769862,0.02734375,135.1375993974437,314,0.3343949044585987
2026-01-12T04:04:24.780041,13,-0.02002165342370669,10.617960135142008,0.7886889825264612,0.01971485302783549,0.15494791666666666,0.028097922069295067,0.2172465709869167,0.046875,216.11454378879915,351,0.3333333333333333
2026-01-12T04:05:16.357765,14,-0.019891688250936568,3.595379486680031,0.8499065265059471,0.013717112189624459,0.134765625,0.002954046665909482,0.14165994815196792,0.06640625,270.3732153847874,394,0.3426395939086294
2026-01-12T04:06:15.930032,15,-0.04326934963464737,2.17653971016407,0.8231491729617119,0.00929524826060515,0.115625,0.01318251588469932,-0.09158450609332597,0.04296875,231.21976936101086,438,0.3333333333333333
2026-01-12T04:07:11.801150,16,-0.03949338368450602,12.605284492174784,0.8991401460435655,0.010149038985319849,0.10199652777777778,0.006464200352857663,0.1888054320372404,0.05078125,311.3326264682508,476,0.33613445378151263
2026-01-12T04:08:05.823838,17,-0.04667523261159658,1.4475511133670806,0.849381123483181,0.009416484128450975,0.16484375,0.01605875481123764,0.0714288064736072,0.0703125,339.56127962142136,528,0.3371212121212121
2026-01-12T04:09:00.626684,18,-0.052345514194005065,0.9014215957787302,0.8811224119530784,0.01161957317445841,0.1853298611111111,-0.0016343413113213412,-0.01319878508547553,0.0390625,335.5257331300054,581,0.32358003442340794
2026-01-12T04:10:03.510352,19,-0.04698468192613551,1.8811437147004264,0.9253977302994046,0.013419677927491389,0.14508928571428573,0.07067601304069748,-0.06769800061354804,0.0390625,310.1744565182642,626,0.31789137380191695
2026-01-12T04:10:56.424473,20,-0.041482963715679944,1.5198297966271639,0.8963492698967457,0.012116046382288914,0.1376953125,0.012433110530001401,-0.03959918305334966,0.05078125,302.0111982253083,674,0.314540059347181
