timestamp,asset,action,side,entry_price,exit_price,size,pnl,duration_sec,time_remaining,prob_at_entry,prob_at_exit,binance_change
2026-01-13T07:03:23.546524,BTC,BUY,UP,0.535,0.545,3.75,0.0700934579439253,134.136135,0.9423838255555556,0.535,0.545,0.0
2026-01-13T07:03:23.931884,SOL,BUY,UP,0.635,0.59,6.375,-0.4517716535433075,97.306939,0.9004846855555556,0.635,0.59,0.0
2026-01-13T07:03:30.450029,BTC,BUY,UP,0.525,0.505,2.8077651359890794,-0.10696248137101264,4.956716,0.7724418788888888,0.525,0.505,0.0
2026-01-13T07:04:56.570980,SOL,BUY,UP,0.575,0.385,5.192795112654464,-1.7158801241814745,89.774633,0.7724418788888888,0.575,0.385,0.0
2026-01-13T07:05:15.130632,BTC,BUY,UP,0.485,0.375,2.5274184633829884,-0.5732289298394406,87.878303,0.7652091255555555,0.485,0.375,0.0
2026-01-13T07:06:33.278936,BTC,BUY,UP,0.365,0.375,5.554699941217714,0.15218356003336217,42.388712,0.6285450944444445,0.365,0.375,0.0
2026-01-13T07:07:53.858885,BTC,BUY,UP,0.395,0.185,5.00239576414283,-2.6595015454936566,70.276745,0.5586180088888889,0.395,0.185,0.0
2026-01-13T07:07:53.859549,ETH,BUY,UP,0.495,0.185,3.75,-2.3484848484848486,439.903946,0.9813968877777778,0.495,0.185,0.0
2026-01-13T07:07:53.860042,SOL,BUY,UP,0.4,0.33,5.10124329860358,-0.8927175772556265,159.897218,0.6531816111111111,0.4,0.33,0.0
2026-01-13T07:07:53.860474,XRP,BUY,UP,0.505,0.10500000000000001,3.75,-2.9702970297029707,437.711829,0.9813968877777778,0.505,0.10500000000000001,0.0
