timestamp,asset,action,side,entry_price,exit_price,size,pnl,duration_sec,time_remaining,prob_at_entry,prob_at_exit,binance_change
2026-01-12T03:36:47.996969,XRP,SELL,DOWN,0.98,0.02,50.0,0.0,0.504972,0.5472337622222222,0.02,0.02,0.0
2026-01-12T03:36:50.535144,XRP,BUY,UP,0.02,0.02,50.0,0.0,2.031076,0.5461091455555556,0.02,0.02,0.0
2026-01-12T03:36:51.546535,XRP,BUY,UP,0.02,0.02,50.0,0.0,0.506206,0.5432906822222222,0.02,0.02,0.0
2026-01-12T03:36:52.564529,XRP,BUY,UP,0.02,0.02,50.0,0.0,0.50622,0.5421599811111111,0.02,0.02,0.0
2026-01-12T03:36:53.585421,XRP,SELL,DOWN,0.98,0.02,49.989005565204195,0.0,0.514363,0.5410343955555555,0.02,0.02,0.0
2026-01-12T03:36:54.597385,XRP,BUY,UP,0.02,0.02,49.99461272695005,0.0,0.503149,0.5398974877777778,0.02,0.02,0.0
2026-01-12T03:36:55.621271,XRP,BUY,UP,0.02,0.02,49.99736023620553,0.0,0.516508,0.5387746677777778,0.02,0.02,0.0
2026-01-12T03:37:03.792099,XRP,BUY,UP,0.02,0.02,49.223126678221576,0.0,0.503581,0.5296817922222222,0.02,0.02,0.0
2026-01-12T03:37:05.819709,XRP,BUY,UP,0.02,0.02,48.31358329306262,0.0,1.524929,0.5285636977777778,0.02,0.02,0.0
2026-01-12T03:37:07.337577,SOL,BUY,UP,0.025,0.025,45.15911443996538,0.0,1.518661,0.5268697322222222,0.025,0.025,0.0
2026-01-12T03:37:07.338646,XRP,SELL,DOWN,0.98,0.02,48.878467232554144,0.0,0.504188,0.5257418,0.02,0.02,0.0
2026-01-12T03:37:08.348572,SOL,BUY,UP,0.025,0.0245,45.728255392904074,-0.9145651078580822,0.505426,0.5246211833333333,0.025,0.0245,0.0
2026-01-12T03:37:09.362627,SOL,BUY,UP,0.0245,0.0245,46.78082552144356,0.0,0.507232,0.5234959233333333,0.0245,0.0245,0.0
2026-01-12T03:37:09.363611,XRP,SELL,DOWN,0.98,0.02,49.611372959163766,0.0,1.014086,0.5240598144444445,0.02,0.02,0.0
2026-01-12T03:37:10.373976,SOL,BUY,UP,0.0245,0.0245,47.643407481593336,0.0,0.506099,0.5223711977777777,0.0245,0.0245,0.0
2026-01-12T03:37:10.375092,XRP,SELL,DOWN,0.98,0.02,49.116700924993175,0.0,0.506447,0.5223711977777777,0.02,0.02,0.0
2026-01-12T03:37:11.391348,SOL,BUY,UP,0.0245,0.0245,48.53303083751464,0.0,0.511676,0.5212469933333334,0.0245,0.0245,0.0
2026-01-12T03:37:12.406428,SOL,SELL,DOWN,0.9755,0.0245,49.10741811880137,0.0,0.508105,0.5201153288888889,0.0245,0.0245,0.0
2026-01-12T03:37:12.407432,XRP,BUY,UP,0.02,0.02,48.25308536029844,0.0,1.52685,0.5212469933333334,0.02,0.02,0.0
2026-01-12T03:37:19.711138,SOL,BUY,UP,0.0245,0.0105,49.423624833274665,-28.24207133329981,0.511274,0.5120037566666666,0.0245,0.0105,0.0
2026-01-12T03:37:20.219794,XRP,BUY,UP,0.02,0.02,48.33408756364595,0.0,1.0188,0.5120037566666666,0.02,0.02,0.0
2026-01-12T03:37:21.231366,XRP,BUY,UP,0.02,0.02,47.96636979841804,0.0,0.507166,0.5103094677777777,0.02,0.02,0.0
2026-01-12T03:37:22.758785,XRP,SELL,DOWN,0.98,0.02,47.5947953312009,0.0,1.019459,0.509181538888889,0.02,0.02,0.0
